item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,Living room,Bedroom,Office,Kitchen,Dining room,Entrance,Playroom,Nursery,Outdoor,space,size_cluster,size_category,rooms,cluster
50267049,KUNGSHOLMEN,Outdoor furniture,311.4,SR 519,True,https://www.ikea.com/sa/en/p/kungsholmen-one-seat-section-outdoor-black-brown-50267049/,No,"        One-seat section, outdoor",Nike Karlsson,80.0,73.0,62.0,0,0,0,0,0,0,0,0,1,362080.0,1,medium,Outdoor,5.0
49257386,KUNGSHOLMEN,Outdoor furniture,544.4,SR 752,True,https://www.ikea.com/sa/en/p/kungsholmen-easy-chair-outdoor-black-brown-froesoen-duvholmen-dark-grey-s49257386/,Yes,"        Easy chair, outdoor,          62x80x90 cm",Nike Karlsson/IKEA of Sweden/Eva Lilja Löwenhielm,80.0,90.0,62.0,0,0,0,0,0,0,0,0,1,446400.0,1,medium,Outdoor,7.0
10267046,KUNGSHOLMEN,Outdoor furniture,575.0,No old price,True,https://www.ikea.com/sa/en/p/kungsholmen-corner-section-outdoor-black-brown-10267046/,No,"        Corner section, outdoor",Nike Karlsson,80.0,73.0,80.0,0,0,0,0,0,0,0,0,1,467200.0,1,medium,Outdoor,7.0
9219278,KUNGSHOLMEN,Outdoor furniture,1668.0,No old price,True,https://www.ikea.com/sa/en/p/kungsholmen-2-seat-modular-sofa-outdoor-black-brown-kungsoe-white-s09219278/,Yes,"        2-seat modular sofa, outdoor,          160x80x89 cm",Nike Karlsson/IKEA of Sweden,80.0,89.0,160.0,0,0,0,0,0,0,0,0,1,1139200.0,1,medium,Outdoor,7.0
99258005,KUNGSHOLMEN,Outdoor furniture,2160.4,"SR 2,368",True,https://www.ikea.com/sa/en/p/kungsholmen-3-seat-modular-sofa-outdoor-black-brown-froesoen-duvholmen-dark-grey-s99258005/,Yes,"        3-seat modular sofa, outdoor,          222x80x90 cm",IKEA of Sweden/Nike Karlsson/Eva Lilja Löwenhielm,80.0,90.0,222.0,0,0,0,0,0,0,0,0,1,1598400.0,2,large,Outdoor,7.0
79258271,KUNGSHOLMEN,Outdoor furniture,2792.8,"SR 3,208",True,https://www.ikea.com/sa/en/p/kungsholmen-modular-corner-sofa-3-seat-outdoor-black-brown-froesoen-duvholmen-beige-s79258271/,Yes,"        Modular corner sofa 3-seat, outdoor",Eva Lilja Löwenhielm/IKEA of Sweden/Nike Karlsson,80.0,90.0,222.0,0,0,0,0,0,0,0,0,1,1598400.0,2,large,Outdoor,7.0
50339763,KUNGSÖ,Outdoor furniture,110.0,No old price,True,https://www.ikea.com/sa/en/p/kungsoe-back-cushion-outdoor-white-50339763/,No,"        Back cushion, outdoor,          62x44 cm",IKEA of Sweden,44.0,98.96328208361263,62.0,0,0,0,0,0,0,0,0,1,269971.83352409524,1,medium,Outdoor,7.0
80351819,KUNGSÖ,Outdoor furniture,149.0,No old price,True,https://www.ikea.com/sa/en/p/kungsoe-seat-cushion-outdoor-white-80351819/,No,"        Seat cushion, outdoor,          62x62 cm",IKEA of Sweden,62.0,84.3885627566033,62.0,0,0,0,0,0,0,0,0,1,324389.6352363831,1,medium,Outdoor,7.0
40296599,KURA,Beds,125.0,No old price,True,https://www.ikea.com/sa/en/p/kura-bed-tent-turquoise-40296599/,No,        Bed tent,T Christensen/K Legaard,45.63485432145191,68.0,97.0,0,1,0,0,0,0,0,0,0,301007.4991042968,1,medium,Bedroom,7.0
50393830,KURA,Beds,149.0,No old price,True,https://www.ikea.com/sa/en/p/kura-bed-tent-with-curtain-brown-50393830/,No,        Bed tent with curtain,S Edholm/L Ullenius,46.023058804504565,68.0,97.0,0,1,0,0,0,0,0,0,0,303568.0958745121,1,medium,Bedroom,7.0
